text,label
Don't forget about Sarah's birthday party this Saturday!,ham
WINNER! You've been selected for the grand prize of $10000. Visit https://claim2481.info to redeem,spam
The deadline for the report has been extended to Friday.,ham
Client called about the proposal - please call them back.,ham
Grandpa's 80th birthday is next month. What should we get him?,ham
"International lottery - You've won $1,000,000! Claim: https://claim5321.io",spam
Your order #1234567 has been shipped! Expected delivery: tomorrow,ham
Natural health supplements. 30 day trial: https://claim4285.org,spam
Your consultation has been rescheduled to Wednesday.,ham
Can you pick up milk from the store on your way home?,ham
Hot singles in your area are interested! Chat now: https://login3440.io,spam
Confirmation: massage session booked for Friday at 4pm.,ham
Quick cash! Online opportunity. $1000 immediate payment: https://prize4225.io,spam
WINNER! You've been selected for the grand prize of $10000. Visit https://win3334.biz to redeem,spam
Your package from Amazon will arrive by tomorrow.,ham
Movie night this Friday! We're watching the new comedy at our place.,ham
Client called about the proposal - please call them back.,ham
"Hey John, how are you doing? Let's catch up soon!",ham
You are the lucky winner of our annual giveaway! Claim $5000 now at https://secure4881.com,spam
Security alert: Unusual login detected. Confirm your identity at https://win7946.org,spam
Crypto millionaire reveals secret! Earn 300% monthly: https://claimnow2187.co,spam
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://prize6624.info,spam
Become a product tester. Earn $50/hour. Sign up: https://win7768.info,spam
Your Netflix password expires today. Update immediately: https://confirm1369.biz,spam
The kids loved the presents you sent! They can't stop talking about them.,ham
Reminder: Annual check-up tomorrow at 11am.,ham
Please arrive 15 minutes early for your hair appointment.,ham
Your magazine subscription renewal is due on Friday.,ham
Lonely women seeking connection. Message now: https://confirm4828.org,spam
The kids loved the presents you sent! They can't stop talking about them.,ham
Just saw your favorite band and thought of you! How have you been?,ham
Your consultation has been rescheduled to Wednesday.,ham
Your bank statement is now available online.,ham
Just saw your favorite band and thought of you! How have you been?,ham
Your profile has been successfully updated.,ham
WINNER! You've been selected for the grand prize of $10000. Visit https://claimnow8009.biz to redeem,spam
Your consultation has been rescheduled to Wednesday.,ham
Can you pick up milk from the store on your way home?,ham
The kids loved the presents you sent! They can't stop talking about them.,ham
Please arrive 15 minutes early for your hair appointment.,ham
Your Netflix password expires today. Update immediately: https://verify125.com,spam
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://prize1358.co,spam
WINNER! You've been selected for the grand prize of $10000. Visit https://verify7359.info to redeem,spam
Confirmation: massage session booked for Friday at 4pm.,ham
Reminder: Annual check-up tomorrow at 11am.,ham
Don't forget about Sarah's birthday party this Saturday!,ham
EuroMillions winner! 10 million pounds waiting: https://win150.io,spam
You're our lucky winner! $1000 prize waiting. Click https://secure7307.org within 24 hours!,spam
Your bank statement is now available online.,ham
Make money online! Easy system. Start now: https://update1050.com,spam
Movie night this Friday! We're watching the new comedy at our place.,ham
Weather alert: heavy rain expected in your area tonight.,ham
Congratulations! Your email won $500 in the weekly sweepstakes. Claim at: https://prize1163.net,spam
Your ticket #12345 won $5000 in the weekly draw! https://secure520.co,spam
Weather alert: heavy rain expected in your area tonight.,ham
Make money online! Easy system. Start now: https://confirm4768.info,spam
WINNER! You've been selected for the grand prize of $10000. Visit https://claimnow2530.com to redeem,spam
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://update6308.info,spam
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
Road trip to the beach this weekend? I'll drive!,ham
Client called about the proposal - please call them back.,ham
The kids loved the presents you sent! They can't stop talking about them.,ham
Family reunion planning: Can you bring desserts?,ham
Can you pick up milk from the store on your way home?,ham
Reminder: Annual check-up tomorrow at 11am.,ham
Don't forget about Sarah's birthday party this Saturday!,ham
The deadline for the report has been extended to Friday.,ham
Single girls near you want to meet! View profile: https://win7667.io,spam
Great job on the sales presentation! Everyone loved it.,ham
Great job on the sales presentation! Everyone loved it.,ham
Want to grab lunch at our usual place?,ham
Your Netflix password expires today. Update immediately: https://update7526.io,spam
Game night this Saturday! Bring your favorite board games.,ham
Want to grab lunch at our usual place?,ham
Please arrive 15 minutes early for your hair appointment.,ham
Lonely women seeking connection. Message now: https://win9267.org,spam
Your profile has been successfully updated.,ham
Your magazine subscription renewal is due on Friday.,ham
The kids loved the presents you sent! They can't stop talking about them.,ham
Your consultation has been rescheduled to Wednesday.,ham
Your ticket #12345 won $5000 in the weekly draw! https://confirm1829.io,spam
Your perfect match is waiting! Sign up free: https://claim3852.info,spam
URGENT: Your PayPal account will be suspended. Verify now: https://verify7272.io,spam
Just saw your favorite band and thought of you! How have you been?,ham
Generic medications available! 90 pills for $49.99. Order: https://prize9519.net,spam
Your Netflix password expires today. Update immediately: https://login6821.net,spam
URGENT: Data entry positions available. Apply: https://claimnow759.info,spam
Final notice: Unclaimed lottery prize of $25000! https://login3838.org,spam
"Hey John, how are you doing? Let's catch up soon!",ham
Make money online! Easy system. Start now: https://claim9116.org,spam
URGENT: Your PayPal account will be suspended. Verify now: https://update9273.info,spam
Weather alert: heavy rain expected in your area tonight.,ham
Your profile has been successfully updated.,ham
Please arrive 15 minutes early for your hair appointment.,ham
Game night this Saturday! Bring your favorite board games.,ham
Please arrive 15 minutes early for your hair appointment.,ham
Client called about the proposal - please call them back.,ham
Don't forget about Sarah's birthday party this Saturday!,ham
Your bank statement is now available online.,ham
Can you pick up milk from the store on your way home?,ham
New message from David on your social media account.,ham
Natural health supplements. 30 day trial: https://confirm4584.biz,spam
You are the lucky winner of our annual giveaway! Claim $5000 now at https://account8395.com,spam
Want to grab lunch at our usual place?,ham
CONGRATULATIONS! You've won $1000 in the Mega lottery! Click here to claim your prize now: https://confirm7155.org,spam
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://login2081.com,spam
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
Thanks for the gift! It was really thoughtful of you.,ham
Your magazine subscription renewal is due on Friday.,ham
Enhance your performance with natural supplements. 50% discount: https://win2041.org,spam
Please arrive 15 minutes early for your hair appointment.,ham
New message from David on your social media account.,ham
Can you review the marketing document before tomorrow?,ham
Meeting reminder: Project review at 2pm in conference room B.,ham
Get generic Viagra for $2.99! No prescription needed: https://prize2711.io,spam
Enhance your performance with natural supplements. 50% discount: https://confirm1226.io,spam
Single girls near you want to meet! View profile: https://secure5913.io,spam
Meeting reminder: Project review at 2pm in conference room B.,ham
Can you review the marketing document before tomorrow?,ham
"You're our 1,000,000th visitor! Click to spin the prize wheel! https://win7680.net",spam
Can you pick up milk from the store on your way home?,ham
Road trip to the beach this weekend? I'll drive!,ham
Make money online! Easy system. Start now: https://confirm4950.net,spam
"Hey John, how are you doing? Let's catch up soon!",ham
Lonely women seeking connection. Message now: https://account8543.io,spam
Quick cash! Online opportunity. $1000 immediate payment: https://account1193.biz,spam
Family reunion planning: Can you bring desserts?,ham
"International lottery - You've won $1,000,000! Claim: https://account3780.info",spam
Road trip to the beach this weekend? I'll drive!,ham
Thanks for the gift! It was really thoughtful of you.,ham
Natural health supplements. 30 day trial: https://confirm7272.com,spam
Your order #1234567 has been shipped! Expected delivery: tomorrow,ham
Road trip to the beach this weekend? I'll drive!,ham
